トークン	品詞
に渡って	['助詞', '動詞', '助詞']
ものがある	['名詞', '助詞', '動詞']
の導入	['助詞', '名詞']
代表として	['名詞', '助詞']
に指定されている	['助詞', '名詞', '動詞', '動詞', '助詞', '動詞']
に達した	['助詞', '動詞', '助動詞']
社が	['名詞', '助詞']
を図る	['助詞', '動詞']
大量の	['名詞', '助詞']
と結婚	['助詞', '名詞']
の地	['助詞', '名詞']
を務めている	['助詞', '動詞', '助詞', '動詞']
を取得	['助詞', '名詞']
ようになっている	['名詞', '助詞', '動詞', '助詞', '動詞']
に入	['助詞', '名詞']
の整備	['助詞', '名詞']
を含めた	['助詞', '動詞', '助動詞']
教会の	['名詞', '助詞']
語で	['名詞', '助詞']
は大	['助詞', '名詞']
という名称	['助詞', '名詞']
へ向かう	['助詞', '動詞']
日本に	['名詞', '助詞']
を起こし	['助詞', '動詞']
に所属する	['助詞', '名詞', '動詞']
各地で	['名詞', '助詞']
としていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
を理由に	['助詞', '名詞', '助詞']
を記録し	['助詞', '名詞', '動詞']
を中心とする	['助詞', '名詞', '助詞', '動詞']
ておらず	['助詞', '動詞', '助動詞']
女性の	['名詞', '助詞']
を受けている	['助詞', '動詞', '助詞', '動詞']
と結婚した	['助詞', '名詞', '動詞', '助動詞']
のちの	['名詞', '助詞']
ようとした	['名詞', '助詞', '動詞', '助動詞']
区の	['名詞', '助詞']
つつある	['助詞', '動詞']
に属し	['助詞', '動詞']
者を	['名詞', '助詞']
の放送	['助詞', '名詞']
で知られる	['助詞', '動詞', '動詞']
と異なり	['助詞', '動詞']
のことを	['助詞', '名詞', '助詞']
に用いられる	['助詞', '動詞', '動詞']
地域で	['名詞', '助詞']
を構成する	['助詞', '名詞', '動詞']
の基礎	['助詞', '名詞']
に達し	['助詞', '動詞']
を率いて	['助詞', '動詞', '助詞']
の代表	['助詞', '名詞']
号は	['名詞', '助詞']
直前に	['名詞', '助詞']
前から	['名詞', '助詞']
の三	['助詞', '名詞']
の自由	['助詞', '名詞']
に任命された	['助詞', '名詞', '動詞', '動詞', '助動詞']
といわれている	['助詞', '動詞', '動詞', '助詞', '動詞']
の活躍	['助詞', '名詞']
に及ぶ	['助詞', '動詞']
達は	['名詞', '助詞']
を多く	['助詞', '名詞']
傘下の	['名詞', '助詞']
を形成する	['助詞', '名詞', '動詞']
機が	['名詞', '助詞']
の子孫	['助詞', '名詞']
これによって	['名詞', '助詞']
のもとで	['助詞', '名詞', '助動詞']
の増加	['助詞', '名詞']
に所属し	['助詞', '名詞', '動詞']
を掲げ	['助詞', '動詞']
に入って	['助詞', '動詞', '助詞']
息子の	['名詞', '助詞']
はこれ	['助詞', '名詞']
夏の	['名詞', '助詞']
を感じ	['助詞', '動詞']
に関わる	['助詞', '動詞']
規模の	['名詞', '助詞']
容易に	['名詞', '助詞']
ことが多く	['名詞', '助詞', '名詞']
王の	['名詞', '助詞']
ときは	['名詞', '助詞']
の最初の	['助詞', '名詞', '助詞']
ってきた	['助詞', '動詞', '助動詞']
結果として	['名詞', '助詞']
に見られる	['助詞', '動詞', '動詞']
目的で	['名詞', '助詞']
会議で	['名詞', '助詞']
過去に	['名詞', '助詞']
と改名	['助詞', '名詞']
の概念	['助詞', '名詞']
を達成した	['助詞', '名詞', '動詞', '助動詞']
に立ち	['助詞', '動詞']
を求めた	['助詞', '動詞', '助動詞']
母は	['名詞', '助詞']
権を	['名詞', '助詞']
量は	['名詞', '助詞']
意味で	['名詞', '助詞']
彼を	['名詞', '助詞']
が設けられ	['助詞', '動詞', '動詞']
を出し	['助詞', '動詞']
に出場した	['助詞', '名詞', '動詞', '助動詞']
と言い	['助詞', '動詞']
線を	['名詞', '助詞']
後には	['名詞', '助詞', '助詞']
は通常	['助詞', '名詞']
と一緒に	['助詞', '名詞', '助詞']
に必要な	['助詞', '名詞', '助動詞']
を果たし	['助詞', '動詞']
を残した	['助詞', '動詞', '助動詞']
の流れ	['助詞', '名詞']
は日本	['助詞', '名詞']
を達成	['助詞', '名詞']
を受賞	['助詞', '名詞']
に出場し	['助詞', '名詞', '動詞']
方の	['名詞', '助詞']
南部の	['名詞', '助詞']
を学び	['助詞', '動詞']
ズは	['名詞', '助詞']
場合に	['名詞', '助詞']
を破り	['助詞', '動詞']
に達する	['助詞', '動詞']
を記録	['助詞', '名詞']
藩の	['名詞', '助詞']
と言われ	['助詞', '動詞', '動詞']
駅で	['名詞', '助詞']
以外は	['名詞', '助詞']
を重ね	['助詞', '動詞']
を迎える	['助詞', '動詞']
を使い	['助詞', '動詞']
ようとする	['名詞', '助詞', '動詞']
をして	['助詞', '動詞', '助詞']
契約を結んだ	['名詞', '助詞', '動詞', '助動詞']
を進め	['助詞', '動詞']
側から	['名詞', '助詞']
をきっかけに	['助詞', '名詞', '助詞']
として活動	['助詞', '名詞']
に昇格	['助詞', '名詞']
以前から	['名詞', '助詞']
直後の	['名詞', '助詞']
氏が	['名詞', '助詞']
の際には	['助詞', '名詞', '助詞', '助詞']
相手の	['名詞', '助詞']
と言った	['助詞', '動詞', '助動詞']
ここでは	['名詞', '助詞', '助詞']
の間の	['助詞', '名詞', '助詞']
の称号	['助詞', '名詞']
の部分	['助詞', '名詞']
ものに	['名詞', '助詞']
一緒に	['名詞', '助詞']
にわたる	['助詞', '動詞']
の母	['助詞', '名詞']
企業の	['名詞', '助詞']
に代わって	['助詞', '動詞', '助詞']
の前身	['助詞', '名詞']
を発売	['助詞', '名詞']
の運営	['助詞', '名詞']
に転じ	['助詞', '動詞']
をもとに	['助詞', '名詞', '助詞']
地の	['名詞', '助詞']
を用い	['助詞', '動詞']
各地の	['名詞', '助詞']
か所	['助詞', '名詞']
を示し	['助詞', '動詞']
名で	['名詞', '助詞']
を得	['助詞', '名詞']
位に	['名詞', '助詞']
は他の	['助詞', '名詞', '助詞']
を持たない	['助詞', '動詞', '助動詞']
になること	['助詞', '動詞', '名詞']
同年の	['名詞', '助詞']
月にかけて	['名詞', '助詞']
のデザイン	['助詞', '名詞']
の生活	['助詞', '名詞']
映画の	['名詞', '助詞']
付近で	['名詞', '助詞']
を作った	['助詞', '動詞', '助動詞']
を表明した	['助詞', '名詞', '動詞', '助動詞']
手に	['名詞', '助詞']
に従い	['助詞', '動詞']
市に	['名詞', '助詞']
列車が	['名詞', '助詞']
年度の	['名詞', '助詞']
を書き	['助詞', '動詞']
の楽曲	['助詞', '名詞']
の設置	['助詞', '名詞']
てしまい	['助詞', '動詞']
が起こる	['助詞', '動詞']
を扱う	['助詞', '動詞']
の番組	['助詞', '名詞']
に向かった	['助詞', '動詞', '助動詞']
はこれを	['助詞', '名詞', '助詞']
の普及	['助詞', '名詞']
は日本の	['助詞', '名詞', '助詞']
はそれぞれ	['助詞', '名詞']
てくる	['助詞', '動詞']
に出演した	['助詞', '名詞', '動詞', '助動詞']
量の	['名詞', '助詞']
と言って	['助詞', '動詞', '助詞']
の開催	['助詞', '名詞']
の言葉	['助詞', '名詞']
の設立	['助詞', '名詞']
の両方	['助詞', '名詞']
に就任し	['助詞', '名詞', '動詞']
を設立した	['助詞', '名詞', '動詞', '助動詞']
日にかけて	['名詞', '助詞']
は不明である	['助詞', '名詞', '助動詞', '助動詞']
に比べ	['助詞', '動詞']
の主要	['助詞', '名詞']
歳から	['名詞', '助詞']
を集め	['助詞', '動詞']
と表記	['助詞', '名詞']
ことはない	['名詞', '助詞', '形容詞']
によるもの	['助詞', '名詞']
と言える	['助詞', '動詞']
主人公の	['名詞', '助詞']
に設置された	['助詞', '名詞', '動詞', '動詞', '助動詞']
手を	['名詞', '助詞']
月からは	['名詞', '助詞', '助詞']
を訪れ	['助詞', '動詞']
の動き	['助詞', '名詞']
語の	['名詞', '助詞']
と述べ	['助詞', '動詞']
を通る	['助詞', '動詞']
の監督	['助詞', '名詞']
を使用している	['助詞', '名詞', '動詞', '助詞', '動詞']
と主張した	['助詞', '名詞', '動詞', '助動詞']
ことが出来る	['名詞', '助詞', '動詞']
戦後の	['名詞', '助詞']
期間は	['名詞', '助詞']
学校の	['名詞', '助詞']
付近の	['名詞', '助詞']
めて	['名詞', '助詞']
を知る	['助詞', '動詞']
版では	['名詞', '助詞', '助詞']
兄の	['名詞', '助詞']
たちに	['名詞', '助詞']
大会では	['名詞', '助詞', '助詞']
に位置している	['助詞', '名詞', '動詞', '助詞', '動詞']
にいる	['助詞', '動詞']
隻の	['名詞', '助詞']
と呼び	['助詞', '動詞']
の制作	['助詞', '名詞']
を開始する	['助詞', '名詞', '動詞']
妻の	['名詞', '助詞']
を繰り返し	['助詞', '動詞']
段階で	['名詞', '助詞']
が生じ	['助詞', '動詞']
が必要である	['助詞', '名詞', '助動詞', '助動詞']
時期に	['名詞', '助詞']
に師事	['助詞', '名詞']
の成績	['助詞', '名詞']
年頃に	['名詞', '助詞']
の一部を	['助詞', '名詞', '助詞']
の管理	['助詞', '名詞']
家が	['名詞', '助詞']
の権利	['助詞', '名詞']
自由に	['名詞', '助詞']
アメリカで	['名詞', '助詞']
部隊は	['名詞', '助詞']
役で	['名詞', '助詞']
の選手	['助詞', '名詞']
点で	['名詞', '助詞']
周囲の	['名詞', '助詞']
が挙げられる	['助詞', '動詞', '動詞']
が生まれた	['助詞', '動詞', '助動詞']
夫の	['名詞', '助詞']
内には	['名詞', '助詞', '助詞']
王国の	['名詞', '助詞']
を獲得し	['助詞', '名詞', '動詞']
が続いた	['助詞', '動詞', '助動詞']
戦の	['名詞', '助詞']
科の	['名詞', '助詞']
の外	['助詞', '名詞']
以後は	['名詞', '助詞']
駅は	['名詞', '助詞']
線は	['名詞', '助詞']
という名前	['助詞', '名詞']
仕事を	['名詞', '助詞']
を送り	['助詞', '動詞']
の支援	['助詞', '名詞']
の歌	['助詞', '名詞']
残りの	['名詞', '助詞']
に所属していた	['助詞', '名詞', '動詞', '助詞', '動詞', '助動詞']
を呼び	['助詞', '動詞']
を発表し	['助詞', '名詞', '動詞']
を投げ	['助詞', '動詞']
の情報	['助詞', '名詞']
理由は	['名詞', '助詞']
の変更	['助詞', '名詞']
を学んだ	['助詞', '動詞', '助動詞']
島に	['名詞', '助詞']
物の	['名詞', '助詞']
面積は	['名詞', '助詞']
同士の	['名詞', '助詞']
国内で	['名詞', '助詞']
事で	['名詞', '助詞']
を搭載した	['助詞', '名詞', '動詞', '助動詞']
に続く	['助詞', '動詞']
曲の	['名詞', '助詞']
に改名	['助詞', '名詞']
うちに	['名詞', '助詞']
為に	['名詞', '助詞']
が可能である	['助詞', '名詞', '助動詞', '助動詞']
を含めて	['助詞', '動詞', '助詞']
を置く	['助詞', '動詞']
最古の	['名詞', '助詞']
を探し	['助詞', '動詞']
を挙げ	['助詞', '動詞']
を起こした	['助詞', '動詞', '助動詞']
を求めて	['助詞', '動詞', '助詞']
の状態	['助詞', '名詞']
に至るまで	['助詞', '動詞', '助詞']
日本でも	['名詞', '助詞', '助詞']
にする	['助詞', '動詞']
もいる	['助詞', '動詞']
の目	['助詞', '名詞']
例として	['名詞', '助詞']
の国	['助詞', '名詞']
社は	['名詞', '助詞']
の色	['助詞', '名詞']
は現在	['助詞', '名詞']
の孫	['助詞', '名詞']
を守る	['助詞', '動詞']
党の	['名詞', '助詞']
の向上	['助詞', '名詞']
ことができた	['名詞', '助詞', '動詞', '助動詞']
の北	['助詞', '名詞']
北部の	['名詞', '助詞']
にちなんで	['助詞', '動詞', '助詞']
何も	['名詞', '助詞']
らと共に	['名詞', '助詞']
マンは	['名詞', '助詞']
を立て	['助詞', '動詞']
を備えた	['助詞', '動詞', '助動詞']
に生まれ	['助詞', '名詞']
に敗れた	['助詞', '動詞', '助動詞']
過程で	['名詞', '助詞']
最高の	['名詞', '助詞']
大幅に	['名詞', '助詞']
の首都	['助詞', '名詞']
に敗れ	['助詞', '動詞']
道を	['名詞', '助詞']
これも	['名詞', '助詞']
を失い	['助詞', '動詞']
場所で	['名詞', '助詞']
のアルバム	['助詞', '名詞']
の勝利	['助詞', '名詞']
城を	['名詞', '助詞']
車は	['名詞', '助詞']
ていること	['助詞', '動詞', '名詞']
が盛ん	['助詞', '名詞']
性が	['名詞', '助詞']
これに対して	['名詞', '助詞']
目を	['名詞', '助詞']
趣味は	['名詞', '助詞']
をかけて	['助詞', '動詞', '助詞']
も見られる	['助詞', '動詞', '動詞']
が非常に	['助詞', '名詞', '助詞']
が用いられる	['助詞', '動詞', '動詞']
当初から	['名詞', '助詞']
にあって	['助詞', '動詞', '助詞']
力が	['名詞', '助詞']
数の	['名詞', '助詞']
の指揮	['助詞', '名詞']
を見せた	['助詞', '動詞', '助動詞']
曲を	['名詞', '助詞']
の技術	['助詞', '名詞']
が起こり	['助詞', '動詞']
を採用している	['助詞', '名詞', '動詞', '助詞', '動詞']
以来の	['名詞', '助詞']
全員が	['名詞', '助詞']
らとともに	['名詞', '助詞']
役の	['名詞', '助詞']
選挙で	['名詞', '助詞']
の攻撃	['助詞', '名詞']
を決める	['助詞', '動詞']
の評価	['助詞', '名詞']
を経由して	['助詞', '名詞', '動詞', '助詞']
郡は	['名詞', '助詞']
内では	['名詞', '助詞', '助詞']
エンジンは	['名詞', '助詞']
を加え	['助詞', '動詞']
神の	['名詞', '助詞']
の花	['助詞', '名詞']
クラスの	['名詞', '助詞']
原則として	['名詞', '助詞']
一般の	['名詞', '助詞']
人口は	['名詞', '助詞']
を有し	['助詞', '動詞']
は不明	['助詞', '名詞']
車両の	['名詞', '助詞']
号の	['名詞', '助詞']
に終わり	['助詞', '動詞']
日をもって	['名詞', '助詞', '動詞', '助詞']
を訪れた	['助詞', '動詞', '助動詞']
の人気	['助詞', '名詞']
これまでの	['名詞', '助詞', '助詞']
を抱え	['助詞', '名詞']
事から	['名詞', '助詞']
等を	['名詞', '助詞']
と対戦	['助詞', '名詞']
が始まる	['助詞', '動詞']
と改称	['助詞', '名詞']
を使用し	['助詞', '名詞', '動詞']
地域に	['名詞', '助詞']
選手が	['名詞', '助詞']
の墓	['助詞', '名詞']
初となる	['名詞', '助詞', '動詞']
に到着した	['助詞', '名詞', '動詞', '助動詞']
とされていた	['助詞', '動詞', '動詞', '助詞', '動詞', '助動詞']
子と	['名詞', '助詞']
優勝を果たした	['名詞', '助詞', '動詞', '助動詞']
の場	['助詞', '名詞']
ってくる	['助詞', '動詞']
部分が	['名詞', '助詞']
の経営	['助詞', '名詞']
が入る	['助詞', '動詞']
選手の	['名詞', '助詞']
が描かれている	['助詞', '動詞', '動詞', '助詞', '動詞']
が困難	['助詞', '名詞']
ことも多い	['名詞', '助詞', '形容詞']
が残っている	['助詞', '動詞', '助詞', '動詞']
父親は	['名詞', '助詞']
版は	['名詞', '助詞']
